,team,home_tol,home_win,home_lose,away_tol,away_win,away_lose,pyhta_rate_tol,pyhta_rate_home,pyhta_rate_away,diff_tol,diff_home,diff_away,win_type,win_rate,pyhta_rate,diff_rate
162,NC State,28,17,11,27,12,15,0.541224712,0.600397526,0.479189678,-0.013951985,0.006745331,-0.034745234,wrate_away,0.444444444,0.479189678,-0.034745234
163,TCU,27,16,11,29,16,13,0.583703764,0.616890746,0.551099268,-0.012275193,-0.024298153,0.00062487,wrate_tol,0.571428571,0.583703764,-0.012275193
164,TCU,27,16,11,29,16,13,0.583703764,0.616890746,0.551099268,-0.012275193,-0.024298153,0.00062487,wrate_home,0.592592593,0.616890746,-0.024298153
165,TCU,27,16,11,29,16,13,0.583703764,0.616890746,0.551099268,-0.012275193,-0.024298153,0.00062487,wrate_away,0.551724138,0.551099268,0.00062487
166,Georgia Southern,23,15,8,32,12,20,0.501635586,0.674904482,0.374911903,-0.010726495,-0.022730568,8.81E-05,wrate_tol,0.490909091,0.501635586,-0.010726495
167,Georgia Southern,23,15,8,32,12,20,0.501635586,0.674904482,0.374911903,-0.010726495,-0.022730568,8.81E-05,wrate_home,0.652173913,0.674904482,-0.022730568
168,Georgia Southern,23,15,8,32,12,20,0.501635586,0.674904482,0.374911903,-0.010726495,-0.022730568,8.81E-05,wrate_away,0.375,0.374911903,8.81E-05
169,Boston College,28,11,17,27,13,14,0.446962562,0.443150705,0.450719071,-0.010598925,-0.050293562,0.03076241,wrate_tol,0.436363636,0.446962562,-0.010598925
170,Boston College,28,11,17,27,13,14,0.446962562,0.443150705,0.450719071,-0.010598925,-0.050293562,0.03076241,wrate_home,0.392857143,0.443150705,-0.050293562
171,Boston College,28,11,17,27,13,14,0.446962562,0.443150705,0.450719071,-0.010598925,-0.050293562,0.03076241,wrate_away,0.481481481,0.450719071,0.03076241
172,Western Kentucky,27,19,8,31,17,14,0.630815654,0.680525278,0.579257671,-0.010125999,0.023178426,-0.030870574,wrate_tol,0.620689655,0.630815654,-0.010125999
173,Western Kentucky,27,19,8,31,17,14,0.630815654,0.680525278,0.579257671,-0.010125999,0.023178426,-0.030870574,wrate_home,0.703703704,0.680525278,0.023178426
174,Western Kentucky,27,19,8,31,17,14,0.630815654,0.680525278,0.579257671,-0.010125999,0.023178426,-0.030870574,wrate_away,0.548387097,0.579257671,-0.030870574
175,Illinois,32,11,21,25,6,19,0.308165357,0.344266927,0.267581995,-0.009919743,-0.000516927,-0.027581995,wrate_tol,0.298245614,0.308165357,-0.009919743
176,Illinois,32,11,21,25,6,19,0.308165357,0.344266927,0.267581995,-0.009919743,-0.000516927,-0.027581995,wrate_home,0.34375,0.344266927,-0.000516927
177,Illinois,32,11,21,25,6,19,0.308165357,0.344266927,0.267581995,-0.009919743,-0.000516927,-0.027581995,wrate_away,0.24,0.267581995,-0.027581995
178,Maryland,28,10,18,28,7,21,0.312469136,0.352987801,0.272058545,-0.008897708,0.004155056,-0.022058545,wrate_tol,0.303571429,0.312469136,-0.008897708
179,Maryland,28,10,18,28,7,21,0.312469136,0.352987801,0.272058545,-0.008897708,0.004155056,-0.022058545,wrate_home,0.357142857,0.352987801,0.004155056
180,Maryland,28,10,18,28,7,21,0.312469136,0.352987801,0.272058545,-0.008897708,0.004155056,-0.022058545,wrate_away,0.25,0.272058545,-0.022058545
181,Bowling Green,24,7,17,33,12,21,0.338729366,0.419482299,0.281155368,-0.005396032,-0.127815632,0.082480996,wrate_tol,0.333333333,0.338729366,-0.005396032
182,Bowling Green,24,7,17,33,12,21,0.338729366,0.419482299,0.281155368,-0.005396032,-0.127815632,0.082480996,wrate_home,0.291666667,0.419482299,-0.127815632
183,Bowling Green,24,7,17,33,12,21,0.338729366,0.419482299,0.281155368,-0.005396032,-0.127815632,0.082480996,wrate_away,0.363636364,0.281155368,0.082480996
184,Iowa,33,25,8,25,17,8,0.727915579,0.768162952,0.673846107,-0.003777648,-0.010587194,0.006153893,wrate_tol,0.724137931,0.727915579,-0.003777648
185,Iowa,33,25,8,25,17,8,0.727915579,0.768162952,0.673846107,-0.003777648,-0.010587194,0.006153893,wrate_home,0.757575758,0.768162952,-0.010587194
186,Iowa,33,25,8,25,17,8,0.727915579,0.768162952,0.673846107,-0.003777648,-0.010587194,0.006153893,wrate_away,0.68,0.673846107,0.006153893
187,Southern Mississippi,24,16,8,31,15,16,0.566539976,0.666311478,0.493464331,-0.002903612,0.000355188,-0.009593364,wrate_tol,0.563636364,0.566539976,-0.002903612
188,Southern Mississippi,24,16,8,31,15,16,0.566539976,0.666311478,0.493464331,-0.002903612,0.000355188,-0.009593364,wrate_home,0.666666667,0.666311478,0.000355188
189,Southern Mississippi,24,16,8,31,15,16,0.566539976,0.666311478,0.493464331,-0.002903612,0.000355188,-0.009593364,wrate_away,0.483870968,0.493464331,-0.009593364
190,Middle Tennessee,25,17,8,32,12,20,0.511316996,0.662162162,0.397220115,-0.002545066,0.017837838,-0.022220115,wrate_tol,0.50877193,0.511316996,-0.002545066
191,Middle Tennessee,25,17,8,32,12,20,0.511316996,0.662162162,0.397220115,-0.002545066,0.017837838,-0.022220115,wrate_home,0.68,0.662162162,0.017837838
192,Middle Tennessee,25,17,8,32,12,20,0.511316996,0.662162162,0.397220115,-0.002545066,0.017837838,-0.022220115,wrate_away,0.375,0.397220115,-0.022220115
193,Utah,29,22,7,29,17,12,0.674618706,0.725548808,0.625664231,-0.002204913,0.033071881,-0.039457334,wrate_tol,0.672413793,0.674618706,-0.002204913
194,Utah,29,22,7,29,17,12,0.674618706,0.725548808,0.625664231,-0.002204913,0.033071881,-0.039457334,wrate_home,0.75862069,0.725548808,0.033071881
195,Utah,29,22,7,29,17,12,0.674618706,0.725548808,0.625664231,-0.002204913,0.033071881,-0.039457334,wrate_away,0.586206897,0.625664231,-0.039457334
196,Wyoming,28,19,9,29,8,21,0.473548955,0.580954105,0.368865838,0.000135255,0.097617324,-0.093003769,wrate_tol,0.473684211,0.473548955,0.000135255
197,Wyoming,28,19,9,29,8,21,0.473548955,0.580954105,0.368865838,0.000135255,0.097617324,-0.093003769,wrate_home,0.678571429,0.580954105,0.097617324
198,Wyoming,28,19,9,29,8,21,0.473548955,0.580954105,0.368865838,0.000135255,0.097617324,-0.093003769,wrate_away,0.275862069,0.368865838,-0.093003769
199,Minnesota,33,22,11,25,10,15,0.550457146,0.623647561,0.455155287,0.001266992,0.043019106,-0.055155287,wrate_tol,0.551724138,0.550457146,0.001266992
200,Minnesota,33,22,11,25,10,15,0.550457146,0.623647561,0.455155287,0.001266992,0.043019106,-0.055155287,wrate_home,0.666666667,0.623647561,0.043019106
201,Minnesota,33,22,11,25,10,15,0.550457146,0.623647561,0.455155287,0.001266992,0.043019106,-0.055155287,wrate_away,0.4,0.455155287,-0.055155287
202,Air Force,26,19,7,30,13,17,0.569905466,0.652732817,0.505353166,0.001523106,0.078036413,-0.072019832,wrate_tol,0.571428571,0.569905466,0.001523106
203,Air Force,26,19,7,30,13,17,0.569905466,0.652732817,0.505353166,0.001523106,0.078036413,-0.072019832,wrate_home,0.730769231,0.652732817,0.078036413
204,Air Force,26,19,7,30,13,17,0.569905466,0.652732817,0.505353166,0.001523106,0.078036413,-0.072019832,wrate_away,0.433333333,0.505353166,-0.072019832
205,Charlotte,25,8,17,30,7,23,0.269250936,0.343820892,0.218267985,0.003476337,-0.023820892,0.015065349,wrate_tol,0.272727273,0.269250936,0.003476337
206,Charlotte,25,8,17,30,7,23,0.269250936,0.343820892,0.218267985,0.003476337,-0.023820892,0.015065349,wrate_home,0.32,0.343820892,-0.023820892
207,Charlotte,25,8,17,30,7,23,0.269250936,0.343820892,0.218267985,0.003476337,-0.023820892,0.015065349,wrate_away,0.233333333,0.218267985,0.015065349
208,UT San Antonio,26,9,17,30,10,20,0.335540019,0.396629541,0.282399689,0.003745696,-0.050475695,0.050933644,wrate_tol,0.339285714,0.335540019,0.003745696
209,UT San Antonio,26,9,17,30,10,20,0.335540019,0.396629541,0.282399689,0.003745696,-0.050475695,0.050933644,wrate_home,0.346153846,0.396629541,-0.050475695
210,UT San Antonio,26,9,17,30,10,20,0.335540019,0.396629541,0.282399689,0.003745696,-0.050475695,0.050933644,wrate_away,0.333333333,0.282399689,0.050933644
211,Georgia State,25,10,15,30,11,19,0.377270683,0.438649098,0.330663167,0.004547499,-0.038649098,0.0360035,wrate_tol,0.381818182,0.377270683,0.004547499
212,Georgia State,25,10,15,30,11,19,0.377270683,0.438649098,0.330663167,0.004547499,-0.038649098,0.0360035,wrate_home,0.4,0.438649098,-0.038649098
213,Georgia State,25,10,15,30,11,19,0.377270683,0.438649098,0.330663167,0.004547499,-0.038649098,0.0360035,wrate_away,0.366666667,0.330663167,0.0360035
214,Duke,26,11,15,29,13,16,0.431217109,0.407263181,0.450000313,0.005146527,0.015813742,-0.001724451,wrate_tol,0.436363636,0.431217109,0.005146527
215,Duke,26,11,15,29,13,16,0.431217109,0.407263181,0.450000313,0.005146527,0.015813742,-0.001724451,wrate_home,0.423076923,0.407263181,0.015813742
216,Duke,26,11,15,29,13,16,0.431217109,0.407263181,0.450000313,0.005146527,0.015813742,-0.001724451,wrate_away,0.448275862,0.450000313,-0.001724451
217,Old Dominion,26,11,15,29,8,21,0.339627168,0.385005945,0.300266816,0.005827377,0.038070978,-0.024404747,wrate_tol,0.345454545,0.339627168,0.005827377
218,Old Dominion,26,11,15,29,8,21,0.339627168,0.385005945,0.300266816,0.005827377,0.038070978,-0.024404747,wrate_home,0.423076923,0.385005945,0.038070978
219,Old Dominion,26,11,15,29,8,21,0.339627168,0.385005945,0.300266816,0.005827377,0.038070978,-0.024404747,wrate_away,0.275862069,0.300266816,-0.024404747
220,Penn State,36,33,3,25,14,11,0.764289111,0.844089392,0.631415666,0.006202692,0.072577275,-0.071415666,wrate_tol,0.770491803,0.764289111,0.006202692
221,Penn State,36,33,3,25,14,11,0.764289111,0.844089392,0.631415666,0.006202692,0.072577275,-0.071415666,wrate_home,0.916666667,0.844089392,0.072577275
222,Penn State,36,33,3,25,14,11,0.764289111,0.844089392,0.631415666,0.006202692,0.072577275,-0.071415666,wrate_away,0.56,0.631415666,-0.071415666
223,Vanderbilt,28,13,15,27,6,21,0.339123846,0.399187217,0.279977099,0.0063307,0.065098497,-0.057754877,wrate_tol,0.345454545,0.339123846,0.0063307
224,Vanderbilt,28,13,15,27,6,21,0.339123846,0.399187217,0.279977099,0.0063307,0.065098497,-0.057754877,wrate_home,0.464285714,0.399187217,0.065098497
225,Vanderbilt,28,13,15,27,6,21,0.339123846,0.399187217,0.279977099,0.0063307,0.065098497,-0.057754877,wrate_away,0.222222222,0.279977099,-0.057754877
226,Louisiana Tech,24,17,7,32,16,16,0.581104185,0.658814872,0.514662789,0.008181529,0.049518462,-0.014662789,wrate_tol,0.589285714,0.581104185,0.008181529
227,Louisiana Tech,24,17,7,32,16,16,0.581104185,0.658814872,0.514662789,0.008181529,0.049518462,-0.014662789,wrate_home,0.708333333,0.658814872,0.049518462
228,Louisiana Tech,24,17,7,32,16,16,0.581104185,0.658814872,0.514662789,0.008181529,0.049518462,-0.014662789,wrate_away,0.5,0.514662789,-0.014662789
229,Wake Forest,28,12,16,27,13,14,0.443463444,0.464932696,0.420453632,0.011082011,-0.036361267,0.061027849,wrate_tol,0.454545455,0.443463444,0.011082011
230,Wake Forest,28,12,16,27,13,14,0.443463444,0.464932696,0.420453632,0.011082011,-0.036361267,0.061027849,wrate_home,0.428571429,0.464932696,-0.036361267
231,Wake Forest,28,12,16,27,13,14,0.443463444,0.464932696,0.420453632,0.011082011,-0.036361267,0.061027849,wrate_away,0.481481481,0.420453632,0.061027849
232,Northern Illinois,25,15,10,33,16,17,0.522298613,0.631242886,0.436990415,0.012184146,-0.031242886,0.04785807,wrate_tol,0.534482759,0.522298613,0.012184146
233,Northern Illinois,25,15,10,33,16,17,0.522298613,0.631242886,0.436990415,0.012184146,-0.031242886,0.04785807,wrate_home,0.6,0.631242886,-0.031242886
234,Northern Illinois,25,15,10,33,16,17,0.522298613,0.631242886,0.436990415,0.012184146,-0.031242886,0.04785807,wrate_away,0.484848485,0.436990415,0.04785807
235,Louisiana,25,14,11,32,13,19,0.460560499,0.546551823,0.394219365,0.013123711,0.013448177,0.012030635,wrate_tol,0.473684211,0.460560499,0.013123711
236,Louisiana,25,14,11,32,13,19,0.460560499,0.546551823,0.394219365,0.013123711,0.013448177,0.012030635,wrate_home,0.56,0.546551823,0.013448177
237,Louisiana,25,14,11,32,13,19,0.460560499,0.546551823,0.394219365,0.013123711,0.013448177,0.012030635,wrate_away,0.40625,0.394219365,0.012030635
238,Troy,25,16,9,31,17,14,0.575741718,0.613262599,0.544408561,0.013543996,0.026737401,0.003978536,wrate_tol,0.589285714,0.575741718,0.013543996
239,Troy,25,16,9,31,17,14,0.575741718,0.613262599,0.544408561,0.013543996,0.026737401,0.003978536,wrate_home,0.64,0.613262599,0.026737401
240,Troy,25,16,9,31,17,14,0.575741718,0.613262599,0.544408561,0.013543996,0.026737401,0.003978536,wrate_away,0.548387097,0.544408561,0.003978536
241,Arizona State,30,21,9,27,8,19,0.494923989,0.580889971,0.398488674,0.013847941,0.119110029,-0.102192378,wrate_tol,0.50877193,0.494923989,0.013847941
242,Arizona State,30,21,9,27,8,19,0.494923989,0.580889971,0.398488674,0.013847941,0.119110029,-0.102192378,wrate_home,0.7,0.580889971,0.119110029
243,Arizona State,30,21,9,27,8,19,0.494923989,0.580889971,0.398488674,0.013847941,0.119110029,-0.102192378,wrate_away,0.296296296,0.398488674,-0.102192378
244,South Carolina,31,18,13,24,6,18,0.421881646,0.514138587,0.311329983,0.01448199,0.066506575,-0.061329983,wrate_tol,0.436363636,0.421881646,0.01448199
245,South Carolina,31,18,13,24,6,18,0.421881646,0.514138587,0.311329983,0.01448199,0.066506575,-0.061329983,wrate_home,0.580645161,0.514138587,0.066506575
246,South Carolina,31,18,13,24,6,18,0.421881646,0.514138587,0.311329983,0.01448199,0.066506575,-0.061329983,wrate_away,0.25,0.311329983,-0.061329983
247,California,28,17,11,28,10,18,0.467014162,0.54276118,0.389700456,0.015128695,0.064381677,-0.032557598,wrate_tol,0.482142857,0.467014162,0.015128695
248,California,28,17,11,28,10,18,0.467014162,0.54276118,0.389700456,0.015128695,0.064381677,-0.032557598,wrate_home,0.607142857,0.54276118,0.064381677
249,California,28,17,11,28,10,18,0.467014162,0.54276118,0.389700456,0.015128695,0.064381677,-0.032557598,wrate_away,0.357142857,0.389700456,-0.032557598
250,Houston,29,21,8,27,15,12,0.627605538,0.671198635,0.578668831,0.015251605,0.052939296,-0.023113275,wrate_tol,0.642857143,0.627605538,0.015251605
251,Houston,29,21,8,27,15,12,0.627605538,0.671198635,0.578668831,0.015251605,0.052939296,-0.023113275,wrate_home,0.724137931,0.671198635,0.052939296
252,Houston,29,21,8,27,15,12,0.627605538,0.671198635,0.578668831,0.015251605,0.052939296,-0.023113275,wrate_away,0.555555556,0.578668831,-0.023113275
253,Rutgers,32,7,25,25,3,22,0.159250109,0.219895266,0.09773023,0.016188488,-0.001145266,0.02226977,wrate_tol,0.175438596,0.159250109,0.016188488
254,Rutgers,32,7,25,25,3,22,0.159250109,0.219895266,0.09773023,0.016188488,-0.001145266,0.02226977,wrate_home,0.21875,0.219895266,-0.001145266
255,Rutgers,32,7,25,25,3,22,0.159250109,0.219895266,0.09773023,0.016188488,-0.001145266,0.02226977,wrate_away,0.12,0.09773023,0.02226977
256,North Texas,24,15,9,32,9,23,0.411846761,0.567597714,0.293643507,0.016724667,0.057402286,-0.012393507,wrate_tol,0.428571429,0.411846761,0.016724667
257,North Texas,24,15,9,32,9,23,0.411846761,0.567597714,0.293643507,0.016724667,0.057402286,-0.012393507,wrate_home,0.625,0.567597714,0.057402286
258,North Texas,24,15,9,32,9,23,0.411846761,0.567597714,0.293643507,0.016724667,0.057402286,-0.012393507,wrate_away,0.28125,0.293643507,-0.012393507
259,Louisville,27,15,12,29,14,15,0.500551572,0.565302408,0.441868823,0.017305571,-0.009746853,0.040889797,wrate_tol,0.517857143,0.500551572,0.017305571
260,Louisville,27,15,12,29,14,15,0.500551572,0.565302408,0.441868823,0.017305571,-0.009746853,0.040889797,wrate_home,0.555555556,0.565302408,-0.009746853
261,Louisville,27,15,12,29,14,15,0.500551572,0.565302408,0.441868823,0.017305571,-0.009746853,0.040889797,wrate_away,0.482758621,0.441868823,0.040889797
262,UCF,28,20,8,27,15,12,0.618937869,0.648362923,0.585396064,0.017425767,0.065922791,-0.029840509,wrate_tol,0.636363636,0.618937869,0.017425767
263,UCF,28,20,8,27,15,12,0.618937869,0.648362923,0.585396064,0.017425767,0.065922791,-0.029840509,wrate_home,0.714285714,0.648362923,0.065922791
264,UCF,28,20,8,27,15,12,0.618937869,0.648362923,0.585396064,0.017425767,0.065922791,-0.029840509,wrate_away,0.555555556,0.585396064,-0.029840509
265,Marshall,28,19,9,28,12,16,0.532314989,0.586957738,0.471113839,0.02125644,0.091613691,-0.042542411,wrate_tol,0.553571429,0.532314989,0.02125644
266,Marshall,28,19,9,28,12,16,0.532314989,0.586957738,0.471113839,0.02125644,0.091613691,-0.042542411,wrate_home,0.678571429,0.586957738,0.091613691
267,Marshall,28,19,9,28,12,16,0.532314989,0.586957738,0.471113839,0.02125644,0.091613691,-0.042542411,wrate_away,0.428571429,0.471113839,-0.042542411
268,West Virginia,29,20,9,26,13,13,0.57854506,0.668924511,0.477255773,0.02145494,0.020730661,0.022744227,wrate_tol,0.6,0.57854506,0.02145494
269,West Virginia,29,20,9,26,13,13,0.57854506,0.668924511,0.477255773,0.02145494,0.020730661,0.022744227,wrate_home,0.689655172,0.668924511,0.020730661
270,West Virginia,29,20,9,26,13,13,0.57854506,0.668924511,0.477255773,0.02145494,0.020730661,0.022744227,wrate_away,0.5,0.477255773,0.022744227
271,Navy,29,23,6,29,11,18,0.564750572,0.61829653,0.51283987,0.021456324,0.174806918,-0.133529525,wrate_tol,0.586206897,0.564750572,0.021456324
272,Navy,29,23,6,29,11,18,0.564750572,0.61829653,0.51283987,0.021456324,0.174806918,-0.133529525,wrate_home,0.793103448,0.61829653,0.174806918
273,Navy,29,23,6,29,11,18,0.564750572,0.61829653,0.51283987,0.021456324,0.174806918,-0.133529525,wrate_away,0.379310345,0.51283987,-0.133529525
274,Liberty,8,6,2,17,5,12,0.416666327,0.595712491,0.360228207,0.023333673,0.154287509,-0.06611056,wrate_tol,0.44,0.416666327,0.023333673
275,Liberty,8,6,2,17,5,12,0.416666327,0.595712491,0.360228207,0.023333673,0.154287509,-0.06611056,wrate_home,0.75,0.595712491,0.154287509
276,Liberty,8,6,2,17,5,12,0.416666327,0.595712491,0.360228207,0.023333673,0.154287509,-0.06611056,wrate_away,0.294117647,0.360228207,-0.06611056
277,Oregon,30,23,7,26,11,15,0.583353311,0.665895954,0.476448124,0.023789546,0.100770713,-0.053371201,wrate_tol,0.607142857,0.583353311,0.023789546
278,Oregon,30,23,7,26,11,15,0.583353311,0.665895954,0.476448124,0.023789546,0.100770713,-0.053371201,wrate_home,0.766666667,0.665895954,0.100770713
279,Oregon,30,23,7,26,11,15,0.583353311,0.665895954,0.476448124,0.023789546,0.100770713,-0.053371201,wrate_away,0.423076923,0.476448124,-0.053371201
280,Georgia,31,24,7,27,21,6,0.751619325,0.802291062,0.687629032,0.024242743,-0.028097513,0.090148746,wrate_tol,0.775862069,0.751619325,0.024242743
281,Georgia,31,24,7,27,21,6,0.751619325,0.802291062,0.687629032,0.024242743,-0.028097513,0.090148746,wrate_home,0.774193548,0.802291062,-0.028097513
282,Georgia,31,24,7,27,21,6,0.751619325,0.802291062,0.687629032,0.024242743,-0.028097513,0.090148746,wrate_away,0.777777778,0.687629032,0.090148746
283,Nevada,25,15,10,30,9,21,0.411828825,0.519760512,0.320711784,0.024534811,0.080239488,-0.020711784,wrate_tol,0.436363636,0.411828825,0.024534811
284,Nevada,25,15,10,30,9,21,0.411828825,0.519760512,0.320711784,0.024534811,0.080239488,-0.020711784,wrate_home,0.6,0.519760512,0.080239488
285,Nevada,25,15,10,30,9,21,0.411828825,0.519760512,0.320711784,0.024534811,0.080239488,-0.020711784,wrate_away,0.3,0.320711784,-0.020711784
286,Miami,26,20,6,29,14,15,0.59315154,0.662500724,0.524477968,0.025030278,0.106730045,-0.041719347,wrate_tol,0.618181818,0.59315154,0.025030278
287,Miami,26,20,6,29,14,15,0.59315154,0.662500724,0.524477968,0.025030278,0.106730045,-0.041719347,wrate_home,0.769230769,0.662500724,0.106730045
288,Miami,26,20,6,29,14,15,0.59315154,0.662500724,0.524477968,0.025030278,0.106730045,-0.041719347,wrate_away,0.482758621,0.524477968,-0.041719347
289,Miami (OH),25,13,12,32,12,20,0.41197213,0.546130126,0.318364115,0.026624361,-0.026130126,0.056635885,wrate_tol,0.438596491,0.41197213,0.026624361
290,Miami (OH),25,13,12,32,12,20,0.41197213,0.546130126,0.318364115,0.026624361,-0.026130126,0.056635885,wrate_home,0.52,0.546130126,-0.026130126
291,Miami (OH),25,13,12,32,12,20,0.41197213,0.546130126,0.318364115,0.026624361,-0.026130126,0.056635885,wrate_away,0.375,0.318364115,0.056635885
292,Texas A&M,33,23,10,22,10,12,0.572269502,0.6581813,0.408045333,0.027730498,0.038788397,0.046500121,wrate_tol,0.6,0.572269502,0.027730498
293,Texas A&M,33,23,10,22,10,12,0.572269502,0.6581813,0.408045333,0.027730498,0.038788397,0.046500121,wrate_home,0.696969697,0.6581813,0.038788397
294,Texas A&M,33,23,10,22,10,12,0.572269502,0.6581813,0.408045333,0.027730498,0.038788397,0.046500121,wrate_away,0.454545455,0.408045333,0.046500121
295,Florida,34,24,10,23,14,9,0.637975583,0.707250458,0.525479188,0.028691084,-0.001368106,0.083216464,wrate_tol,0.666666667,0.637975583,0.028691084
296,Florida,34,24,10,23,14,9,0.637975583,0.707250458,0.525479188,0.028691084,-0.001368106,0.083216464,wrate_home,0.705882353,0.707250458,-0.001368106
297,Florida,34,24,10,23,14,9,0.637975583,0.707250458,0.525479188,0.028691084,-0.001368106,0.083216464,wrate_away,0.608695652,0.525479188,0.083216464
298,Western Michigan,25,18,7,31,17,14,0.594262886,0.672014249,0.526214908,0.030737114,0.047985751,0.022172188,wrate_tol,0.625,0.594262886,0.030737114
299,Western Michigan,25,18,7,31,17,14,0.594262886,0.672014249,0.526214908,0.030737114,0.047985751,0.022172188,wrate_home,0.72,0.672014249,0.047985751
300,Western Michigan,25,18,7,31,17,14,0.594262886,0.672014249,0.526214908,0.030737114,0.047985751,0.022172188,wrate_away,0.548387097,0.526214908,0.022172188
301,Cincinnati,27,18,9,30,13,17,0.512465254,0.616199253,0.420363595,0.031394395,0.050467414,0.012969739,wrate_tol,0.543859649,0.512465254,0.031394395
302,Cincinnati,27,18,9,30,13,17,0.512465254,0.616199253,0.420363595,0.031394395,0.050467414,0.012969739,wrate_home,0.666666667,0.616199253,0.050467414
303,Cincinnati,27,18,9,30,13,17,0.512465254,0.616199253,0.420363595,0.031394395,0.050467414,0.012969739,wrate_away,0.433333333,0.420363595,0.012969739
304,Notre Dame,35,30,5,25,15,10,0.716829246,0.794115787,0.601852048,0.033170754,0.06302707,-0.001852048,wrate_tol,0.75,0.716829246,0.033170754
305,Notre Dame,35,30,5,25,15,10,0.716829246,0.794115787,0.601852048,0.033170754,0.06302707,-0.001852048,wrate_home,0.857142857,0.794115787,0.06302707
306,Notre Dame,35,30,5,25,15,10,0.716829246,0.794115787,0.601852048,0.033170754,0.06302707,-0.001852048,wrate_away,0.6,0.601852048,-0.001852048
307,Florida International,29,18,11,27,9,18,0.447644305,0.555871689,0.330427548,0.034498552,0.064817967,0.002905785,wrate_tol,0.482142857,0.447644305,0.034498552
308,Florida International,29,18,11,27,9,18,0.447644305,0.555871689,0.330427548,0.034498552,0.064817967,0.002905785,wrate_home,0.620689655,0.555871689,0.064817967
309,Florida International,29,18,11,27,9,18,0.447644305,0.555871689,0.330427548,0.034498552,0.064817967,0.002905785,wrate_away,0.333333333,0.330427548,0.002905785
310,Florida State,29,19,10,26,12,14,0.526744833,0.618678885,0.409696847,0.036891531,0.036493529,0.051841615,wrate_tol,0.563636364,0.526744833,0.036891531
311,Florida State,29,19,10,26,12,14,0.526744833,0.618678885,0.409696847,0.036891531,0.036493529,0.051841615,wrate_home,0.655172414,0.618678885,0.036493529
312,Florida State,29,19,10,26,12,14,0.526744833,0.618678885,0.409696847,0.036891531,0.036493529,0.051841615,wrate_away,0.461538462,0.409696847,0.051841615
313,Tennessee,34,20,14,21,7,14,0.453557145,0.510032435,0.365973305,0.037351945,0.078202859,-0.032639971,wrate_tol,0.490909091,0.453557145,0.037351945
314,Tennessee,34,20,14,21,7,14,0.453557145,0.510032435,0.365973305,0.037351945,0.078202859,-0.032639971,wrate_home,0.588235294,0.510032435,0.078202859
315,Tennessee,34,20,14,21,7,14,0.453557145,0.510032435,0.365973305,0.037351945,0.078202859,-0.032639971,wrate_away,0.333333333,0.365973305,-0.032639971
316,Idaho,14,6,8,23,7,16,0.312255698,0.450769251,0.248404948,0.039095654,-0.022197823,0.055942878,wrate_tol,0.351351351,0.312255698,0.039095654
317,Idaho,14,6,8,23,7,16,0.312255698,0.450769251,0.248404948,0.039095654,-0.022197823,0.055942878,wrate_home,0.428571429,0.450769251,-0.022197823
318,Idaho,14,6,8,23,7,16,0.312255698,0.450769251,0.248404948,0.039095654,-0.022197823,0.055942878,wrate_away,0.304347826,0.248404948,0.055942878
319,SMU,29,17,12,28,10,18,0.434321403,0.504584723,0.367996624,0.039362807,0.081622174,-0.010853767,wrate_tol,0.473684211,0.434321403,0.039362807
320,SMU,29,17,12,28,10,18,0.434321403,0.504584723,0.367996624,0.039362807,0.081622174,-0.010853767,wrate_home,0.586206897,0.504584723,0.081622174
321,SMU,29,17,12,28,10,18,0.434321403,0.504584723,0.367996624,0.039362807,0.081622174,-0.010853767,wrate_away,0.357142857,0.367996624,-0.010853767
322,Kentucky,32,20,12,23,10,13,0.505726369,0.585906197,0.38000805,0.039728176,0.039093803,0.054774558,wrate_tol,0.545454545,0.505726369,0.039728176
323,Kentucky,32,20,12,23,10,13,0.505726369,0.585906197,0.38000805,0.039728176,0.039093803,0.054774558,wrate_home,0.625,0.585906197,0.039093803
324,Kentucky,32,20,12,23,10,13,0.505726369,0.585906197,0.38000805,0.039728176,0.039093803,0.054774558,wrate_away,0.434782609,0.38000805,0.054774558
325,Appalachian State,27,23,4,30,22,8,0.749617679,0.757791802,0.741469159,0.039856006,0.09406005,-0.008135825,wrate_tol,0.789473684,0.749617679,0.039856006
326,Appalachian State,27,23,4,30,22,8,0.749617679,0.757791802,0.741469159,0.039856006,0.09406005,-0.008135825,wrate_home,0.851851852,0.757791802,0.09406005
327,Appalachian State,27,23,4,30,22,8,0.749617679,0.757791802,0.741469159,0.039856006,0.09406005,-0.008135825,wrate_away,0.733333333,0.741469159,-0.008135825
328,Temple,28,21,7,30,18,12,0.631801171,0.689086766,0.579751735,0.040612622,0.060913234,0.020248265,wrate_tol,0.672413793,0.631801171,0.040612622
329,Temple,28,21,7,30,18,12,0.631801171,0.689086766,0.579751735,0.040612622,0.060913234,0.020248265,wrate_home,0.75,0.689086766,0.060913234
330,Temple,28,21,7,30,18,12,0.631801171,0.689086766,0.579751735,0.040612622,0.060913234,0.020248265,wrate_away,0.6,0.579751735,0.020248265
331,Pittsburgh,29,17,12,27,13,14,0.493042715,0.519297827,0.457821782,0.042671571,0.066909069,0.023659699,wrate_tol,0.535714286,0.493042715,0.042671571
332,Pittsburgh,29,17,12,27,13,14,0.493042715,0.519297827,0.457821782,0.042671571,0.066909069,0.023659699,wrate_home,0.586206897,0.519297827,0.066909069
