,team,home_tol,home_win,home_lose,away_tol,away_win,away_lose,diff,win_type,win_rate,pyhta_rate
313,Tennessee,34,20,14,21,7,14,0.037351945,wrate_tol,0.490909091,0.453557145
314,Tennessee,34,20,14,21,7,14,0.037351945,wrate_home,0.588235294,0.510032435
315,Tennessee,34,20,14,21,7,14,0.037351945,wrate_away,0.333333333,0.365973305
316,Idaho,14,6,8,23,7,16,0.039095654,wrate_tol,0.351351351,0.312255698
317,Idaho,14,6,8,23,7,16,0.039095654,wrate_home,0.428571429,0.450769251
318,Idaho,14,6,8,23,7,16,0.039095654,wrate_away,0.304347826,0.248404948
319,SMU,29,17,12,28,10,18,0.039362807,wrate_tol,0.473684211,0.434321403
320,SMU,29,17,12,28,10,18,0.039362807,wrate_home,0.586206897,0.504584723
321,SMU,29,17,12,28,10,18,0.039362807,wrate_away,0.357142857,0.367996624
322,Kentucky,32,20,12,23,10,13,0.039728176,wrate_tol,0.545454545,0.505726369
323,Kentucky,32,20,12,23,10,13,0.039728176,wrate_home,0.625,0.585906197
324,Kentucky,32,20,12,23,10,13,0.039728176,wrate_away,0.434782609,0.38000805
325,Appalachian State,27,23,4,30,22,8,0.039856006,wrate_tol,0.789473684,0.749617679
326,Appalachian State,27,23,4,30,22,8,0.039856006,wrate_home,0.851851852,0.757791802
327,Appalachian State,27,23,4,30,22,8,0.039856006,wrate_away,0.733333333,0.741469159
328,Temple,28,21,7,30,18,12,0.040612622,wrate_tol,0.672413793,0.631801171
329,Temple,28,21,7,30,18,12,0.040612622,wrate_home,0.75,0.689086766
330,Temple,28,21,7,30,18,12,0.040612622,wrate_away,0.6,0.579751735
331,Pittsburgh,29,17,12,27,13,14,0.042671571,wrate_tol,0.535714286,0.493042715
332,Pittsburgh,29,17,12,27,13,14,0.042671571,wrate_home,0.586206897,0.519297827
333,Pittsburgh,29,17,12,27,13,14,0.042671571,wrate_away,0.481481481,0.457821782
334,San Diego State,28,20,8,29,21,8,0.042746445,wrate_tol,0.719298246,0.6765518
335,San Diego State,28,20,8,29,21,8,0.042746445,wrate_home,0.714285714,0.663679695
336,San Diego State,28,20,8,29,21,8,0.042746445,wrate_away,0.724137931,0.688678869
337,Alabama,36,34,2,22,20,2,0.04825608,wrate_tol,0.931034483,0.882778403
338,Alabama,36,34,2,22,20,2,0.04825608,wrate_home,0.944444444,0.913218933
339,Alabama,36,34,2,22,20,2,0.04825608,wrate_away,0.909090909,0.82795225
340,Akron,25,8,17,32,11,21,0.048915303,wrate_tol,0.333333333,0.284418031
341,Akron,25,8,17,32,11,21,0.048915303,wrate_home,0.32,0.296777819
342,Akron,25,8,17,32,11,21,0.048915303,wrate_away,0.34375,0.276216269
343,USC,33,27,6,29,14,15,0.049993061,wrate_tol,0.661290323,0.611297262
344,USC,33,27,6,29,14,15,0.049993061,wrate_home,0.818181818,0.702166913
345,USC,33,27,6,29,14,15,0.049993061,wrate_away,0.482758621,0.490050736
346,Michigan State,34,22,12,26,14,12,0.049999416,wrate_tol,0.6,0.550000584
347,Michigan State,34,22,12,26,14,12,0.049999416,wrate_home,0.647058824,0.612864318
348,Michigan State,34,22,12,26,14,12,0.049999416,wrate_away,0.538461538,0.464749793
349,Stanford,32,23,9,29,17,12,0.050065221,wrate_tol,0.655737705,0.605672484
350,Stanford,32,23,9,29,17,12,0.050065221,wrate_home,0.71875,0.664419221
351,Stanford,32,23,9,29,17,12,0.050065221,wrate_away,0.586206897,0.539067834
352,Arkansas State,24,18,6,30,16,14,0.051706689,wrate_tol,0.62962963,0.577922941
353,Arkansas State,24,18,6,30,16,14,0.051706689,wrate_home,0.75,0.673918933
354,Arkansas State,24,18,6,30,16,14,0.051706689,wrate_away,0.533333333,0.506178961
355,South Florida,27,17,10,27,16,11,0.052490421,wrate_tol,0.611111111,0.55862069
356,South Florida,27,17,10,27,16,11,0.052490421,wrate_home,0.62962963,0.564090987
357,South Florida,27,17,10,27,16,11,0.052490421,wrate_away,0.592592593,0.553190165
358,LSU,33,28,5,22,14,8,0.053390775,wrate_tol,0.763636364,0.710245589
359,LSU,33,28,5,22,14,8,0.053390775,wrate_home,0.848484848,0.805734302
360,LSU,33,28,5,22,14,8,0.053390775,wrate_away,0.636363636,0.566873801
361,Northwestern,33,19,14,26,16,10,0.059999336,wrate_tol,0.593220339,0.533221003
362,Northwestern,33,19,14,26,16,10,0.059999336,wrate_home,0.575757576,0.548362803
363,Northwestern,33,19,14,26,16,10,0.059999336,wrate_away,0.615384615,0.514971684
364,Washington State,28,24,4,27,14,13,0.060213479,wrate_tol,0.690909091,0.630695612
365,Washington State,28,24,4,27,14,13,0.060213479,wrate_home,0.857142857,0.766302492
366,Washington State,28,24,4,27,14,13,0.060213479,wrate_away,0.518518519,0.472583395
367,Oklahoma State,29,19,10,27,19,8,0.062923155,wrate_tol,0.678571429,0.615648274
368,Oklahoma State,29,19,10,27,19,8,0.062923155,wrate_home,0.655172414,0.622397673
369,Oklahoma State,29,19,10,27,19,8,0.062923155,wrate_away,0.703703704,0.607580284
370,Hawai'i,29,14,15,31,10,21,0.063248258,wrate_tol,0.4,0.336751742
371,Hawai'i,29,14,15,31,10,21,0.063248258,wrate_home,0.482758621,0.396335138
372,Hawai'i,29,14,15,31,10,21,0.063248258,wrate_away,0.322580645,0.280970315
373,Ohio State,36,34,2,27,24,3,0.063285899,wrate_tol,0.920634921,0.857349022
374,Ohio State,36,34,2,27,24,3,0.063285899,wrate_home,0.944444444,0.89514546
375,Ohio State,36,34,2,27,24,3,0.063285899,wrate_away,0.888888889,0.796125688
376,Memphis,29,25,4,28,17,11,0.06852267,wrate_tol,0.736842105,0.668319436
377,Memphis,29,25,4,28,17,11,0.06852267,wrate_home,0.862068966,0.725551071
378,Memphis,29,25,4,28,17,11,0.06852267,wrate_away,0.607142857,0.602658666
379,Toledo,28,22,6,28,16,12,0.072712099,wrate_tol,0.678571429,0.605859329
380,Toledo,28,22,6,28,16,12,0.072712099,wrate_home,0.785714286,0.685858145
381,Toledo,28,22,6,28,16,12,0.072712099,wrate_away,0.571428571,0.523217559
382,Boise State,31,26,5,30,22,8,0.076271235,wrate_tol,0.786885246,0.710614011
383,Boise State,31,26,5,30,22,8,0.076271235,wrate_home,0.838709677,0.727057351
384,Boise State,31,26,5,30,22,8,0.076271235,wrate_away,0.733333333,0.696892302
385,UAB,15,15,0,20,9,11,0.087910056,wrate_tol,0.685714286,0.59780423
386,UAB,15,15,0,20,9,11,0.087910056,wrate_home,1,0.812380668
387,UAB,15,15,0,20,9,11,0.087910056,wrate_away,0.45,0.410753423
388,Clemson,33,32,1,27,26,1,0.102028787,wrate_tol,0.966666667,0.86463788
389,Clemson,33,32,1,27,26,1,0.102028787,wrate_home,0.96969697,0.881858206
390,Clemson,33,32,1,27,26,1,0.102028787,wrate_away,0.962962963,0.842196673
391,Oklahoma,35,32,3,27,24,3,0.161820821,wrate_tol,0.903225806,0.741404985
392,Oklahoma,35,32,3,27,24,3,0.161820821,wrate_home,0.914285714,0.775106201
393,Oklahoma,35,32,3,27,24,3,0.161820821,wrate_away,0.888888889,0.695720509
